#doc name topic proportion ...
0	Red	3.583760474199489E-5	3.449408828900013E-5	9.652353385760155E-6	0.0011357199360827114	3.502385296449926E-5	4.805602970600203E-5	3.539843536396532E-5	4.6774339918335587E-4	0.0017693878336725994	5.216510601983124E-5	5.1413947315150874E-5	2.61146051832566E-4	2.9498673043161196E-5	4.88147154650179E-5	0.0027678360162012084	6.911483474920613E-5	1.5635741167343406E-5	2.890966108284194E-5	6.82671686973072E-5	3.348198135526151E-5	0.008952978857568614	0.010209682516240753	0.003934998699377341	4.544162243886899E-5	0.002510668007006605	3.4673926539200484E-5	0.05527966480102913	0.029067335263317586	2.963367207317084E-4	0.0075992727609737135	4.78957138117019E-5	5.061277506680927E-4	0.23171052990869723	4.677444853142301E-5	3.372193355237205E-5	0.007860502300617106	1.0714269841130318E-4	0.04761168314761523	6.788188206037395E-4	5.0730431809999463E-5	2.7253204648769843E-4	0.06101764016888617	3.148313910311218E-5	3.1082787499676416E-5	4.789455099775944E-5	5.995378848183025E-5	2.808991393670228E-5	2.7264603639707205E-5	1.989672495992979E-5	2.578806179322764E-4	3.871907315971917E-5	2.1587627392014482E-5	2.738816315387528E-5	2.5491509921122553E-4	3.415302935087003E-5	7.321194172757282E-5	2.4554942138584845E-5	4.274502275593977E-5	0.017146298695266786	3.5456451182105234E-5	5.8771377581818774E-5	2.491201479496586E-4	3.2517671600474385E-5	0.08459589128528859	3.3344455093797273E-5	0.0012264234681752984	4.1668059790803014E-5	0.002233329171524061	3.841715363959793E-5	2.436479296191438E-5	1.8064685852870518E-5	2.582386092869781E-4	2.7348481293996495E-5	9.03794032760013E-5	0.29357279902886335	0.0010156788785658304	0.0028686728124506567	3.099064072014988E-5	7.407795566432922E-4	0.023976813892433037	3.5723492152241266E-5	6.0346564206553616E-5	4.81601476881745E-4	0.09520132202603444	1.2066720609696088E-5
