#doc name topic proportion ...
0	Purple	4.4556979696929496E-4	8.254348221974795E-4	1.7057196114391795E-5	9.579604203857363E-5	6.189254628601006E-5	8.492241118975156E-5	4.4479371699075433E-4	6.209622618432498E-5	8.333456561122639E-4	9.218378235311859E-5	9.085636914861784E-5	4.6148532306936486E-4	5.2128701789330234E-5	8.626312585938036E-5	0.005273432062892407	1.2213656541732045E-4	2.763076452201839E-5	5.108782687319736E-5	1.2063860885596175E-4	5.916782150948242E-5	0.002825159851407711	0.029891498589069893	0.003131356929968833	8.03023505997437E-5	6.14345069694742E-4	6.127417235963322E-5	0.0854560325270936	0.0012931228626236024	1.4143343295073692E-4	5.071331110703384E-5	4.668783341675027E-4	8.9440574304064E-4	0.4094682190410743	4.648968856007533E-4	5.959185402472703E-5	8.945853958776869E-4	1.8933766160311448E-4	0.07878583317337376	5.285980224123513E-5	4.718877177751617E-4	9.936690463461567E-5	0.08603993872835561	5.563555917572425E-5	5.4928076187731965E-5	4.6687627929604654E-4	1.0594758470447422E-4	4.963920732135364E-5	4.8180756824520395E-5	3.516057961329077E-5	7.34755722063476E-5	6.842256990167188E-5	3.814866482336197E-5	4.83991055298292E-5	6.82350435617491E-5	6.035366674388404E-5	1.2937678492013554E-4	4.33923673218684E-5	7.553704334300902E-5	1.0325364666081041E-4	4.448962398831727E-4	1.0385808240350743E-4	4.4023369739989884E-4	5.7463737547255036E-5	3.84410390222166E-5	5.892479140905786E-5	0.0014028008406638647	7.363388379526854E-5	1.2424460218163203E-4	6.788903157587162E-5	4.305634441969792E-5	3.192308414566246E-5	7.410819810599754E-5	4.832898156740416E-5	1.597143354339643E-4	0.26192362339469194	0.0014126218954067344	1.0027706126368972E-4	5.476523862606411E-5	1.623539726036565E-4	0.01867189360207975	6.312891656356692E-5	0.002017837809306537	8.658558537196413E-5	5.0149666261667524E-5	2.1323755116633676E-5
