#doc name topic proportion ...
0	Orange	6.800985744443485E-5	6.546023497105134E-5	1.831749589557851E-5	1.0287409461005706E-4	6.64655817379231E-5	9.119704715703042E-5	6.717643548421238E-5	6.668431086997825E-5	0.003357808514221937	9.899493700886969E-5	9.756944563489974E-5	0.001727027799102899	0.026326803839029696	9.263682279737418E-5	0.004431623656525413	1.311608321044151E-4	2.9672310286491365E-5	5.486253735889498E-5	1.2955219648925137E-4	6.35395360633638E-5	0.037514357434733636	0.07109583617575466	0.006646575472327327	8.6235625577115E-5	0.0023016634641156684	6.580151820823293E-5	0.0014641401594833478	1.5722257969538644E-4	9.728467163279081E-4	0.008674574317345975	9.08928119494622E-5	0.0013709720414385855	0.32684002606475643	8.87649607044318E-5	6.399489893809978E-5	0.00629694437822017	2.0332719492902114E-4	0.03288637389113553	5.676543812367613E-5	9.627232233659137E-5	1.0670879642787144E-4	0.09403907157772774	5.974628655349093E-5	5.898652998847108E-5	9.089060525035298E-5	1.1377570117360769E-4	5.330688410163053E-5	5.17406735233804E-5	3.7758478499828166E-5	7.890443911701749E-5	7.347808719167664E-5	4.5144896093818305E-4	5.1975155292041334E-5	4.8375832265023117E-4	6.481299947835117E-5	1.389360074694919E-4	4.659848576444071E-5	8.111822553486778E-5	0.0013423275694594476	6.728653345391832E-5	1.1153181246147245E-4	0.0017042059611311609	0.003756044100468867	4.1281320199930955E-5	4.7376016677220666E-4	0.0552795410455229	7.907444782541447E-5	0.012447873149707198	7.290512748438136E-5	4.6237635241878276E-5	3.428177520448413E-5	7.958380765112825E-5	5.189985010206239E-5	0.0014029599517060927	0.278402921938814	6.960326181057115E-4	1.076862015186959E-4	5.881166089817668E-5	9.953130054328517E-4	0.012252347305354213	6.779330332432468E-5	1.145210808170962E-4	9.298310777637257E-5	5.3855059164012074E-5	2.2899296825091706E-5
